id,title,author
node3d2513a2953fa413ba12a4cbb098f7_<http://www.harpercollins.com/books/9780060734190>,The Abhorsen Trilogy Box Set,by Garth Nix
nodeff5f2b36e16f247a4bdca1363017cdc7_<http://www.powells.com/book/abhorsen-01-sabriel-9780064471831>,Abhorsen 01 Sabriel,Garth Nix
nodeda85bedb9539c87ac34f7815a6d5f4e_<http://www.powells.com/book/abhorsen-02-lirael-9780060005429>,Abhorsen 02 Lirael,Garth Nix
nodee7719b45f867b914da8577654e48dfb_<http://www.goodreads.com/list/show/4794.Best_Young_Adult_Book_Series?order=d&page=1>,"Garth Nix The Abhorsen Trilogy Box Set (Abhorsen, #1-3)",
nodeb948cf6042ff2bbcceb87e2ddd45dc8_<http://www.goodreads.com/list/show/2985.Best_supernatural_Books_of_all_time>,"Sabriel (Abhorsen, #1) Garth Nix",
nodeca6649b7b9548690e335a46d88962052_<http://www.goodreads.com/list/user_vote/478063>,"Garth Nix Lirael (Abhorsen, #2)",
nodebdfd8c1d74d9cfcb396f595ad405b10_<http://www.powells.com/book/abhorsen-02-lirael-adult-edition-9780060590161>,Abhorsen 02 Lirael Adult Edition,Garth Nix
nodef6a6963d7ac9d6dc61d7b08213f7a92_<http://www.bookdepository.com/author/Garth-Nix>,The Abhorsen Trilogy 3 Volume Boxed Set,Garth Nix
node49c6d394bfb0201456c7ee3ae9ef31_<http://www.bookdepository.com/Red-Queen-Matt-Ridley/9780060556570?b=-3&t=-21>,Sperm Wars,Robin Baker
node2e26249916fc32907331148c72a919ae_<http://isbndb.com/subject/professional_technical_professional_science_biological_aaaa5/books>,Sperm wars: the science of sex,http://isbndb.com/author/baker_robin
nodee6a8736e534713bece777827d75265_<http://www.babelio.com/auteur/Robin-Baker/20458/bibliographie>,Sperm Wars : Les secrets de..,
nodee14afa6437281fc5b8fb2e536de8c1a8_<http://www.valorebooks.com/textbooks/sperm-wars-infidelity-sexual-conflict-and-other-bedroom-battles/9781560258483>,"Sperm Wars Infidelity, Sexual Conflict, And Other Bedroom Battles",http://www.valorebooks.com/textbooks/sperm-wars-infidelity-sexual-conflict-and-other-bedroom-battles/9781560258483//author/Baker%2C+Robin
noded9e6bc753c2eb0a6567a8098aa8be1e7_<http://www.bookdepository.com/category/375/Reference/?b=155&t=271>,The Oxford Dictionary of Saints,David Farmer
https://books.google.it/books/about/The_Oxford_Dictionary_of_Saints.html?id=lsNT9eUEzaIC,The Oxford Dictionary of Saints,
https://books.google.com/books/about/The_Oxford_Dictionary_of_Saints.html?id=cRjn9aC8zhIC,The Oxford Dictionary of Saints,
node18f6cb5199b8d65beb753fff05bb2bc_<http://www.bookdepository.com/author/David-Farmer>,The Oxford Dictionary of Saints,David Hugh Farmer
https://books.google.co.uk/books/about/The_Oxford_Dictionary_of_Saints.html?id=cRjn9aC8zhIC,The Oxford Dictionary of Saints,
https://books.google.co.uk/books/about/The_Oxford_Dictionary_of_Saints.html?id=lsNT9eUEzaIC,The Oxford Dictionary of Saints,
https://books.google.com.au/books/about/The_Oxford_Dictionary_of_Saints_Fifth_Ed.html?id=_zJJtvK2_KsC,"The Oxford Dictionary of Saints, Fifth Edition Revised",
https://books.google.com/books/about/The_Oxford_Dictionary_of_Saints_Fifth_Ed.html?id=_zJJtvK2_KsC,"The Oxford Dictionary of Saints, Fifth Edition Revised",
https://books.google.com/books/about/The_Human_Use_of_Human_Beings.html?id=l9l6zquHvZIC,The Human Use of Human Beings,
node2da9158a7e888ee91323b03cc36454b3_<http://philpapers.org/rec/WIETHU>,The Human Use of Human Beings,Norbert Wiener
nodef363e6c4e0a952ffd51df6dc4739cd80_<http://www.powells.com/book/the-human-use-of-human-beings-9780306803208>,The Human Use of Human Beings,Norbert Wiener
https://books.google.com/books/about/The_Human_Use_of_Human_Beings.html?id=l9l6zquHvZIC&q=Vannevar+Bush,The Human Use of Human Beings,
node31dc4faa3e469324d498c0d5456fc6_<https://www.kirkusreviews.com/book-reviews/ruth-rendell/a-new-lease-of-death/>,A NEW LEASE OF DEATH,Ruth Rendell
nodeacb4a81b264f80bf8a62451dd5f6741e_<http://www.fictiondb.com/author/ruth-rendell~22946.htm>,A New Lease of Death / Sins of the Fathers,Ruth Rendell
node2623ffe6447387b9f5928bd70c5393b_<http://www.goodreads.com/list/show/16521.Ruth_Rendell_Barbara_Vine_Complete_Novels>,Ruth Rendell A New Lease of Death,
nodee69315622592241ab19abc57bf7ec54_<https://www.kirkusreviews.com/book-reviews/michael-gregorio/days-of-atonement-2/>,DAYS OF ATONEMENT,Michael Gregorio
nodea14aac8ae3a196d17571b579453caa_<http://www.goodreads.com/book/show/6373705-days-of-atonement>,Michael Gregorio Days of Atonement (Hanno Stiffeniis #2),
node21ceee53907fd9ed6485d4598f8b57f_<http://www.fictiondb.com/author/ruth-rendell~22946.htm>,The Rottweiler,Ruth Rendell
nodea416927c9cff2a9d448456d491d94ab_<http://www.ew.com/article/2004/11/19/rottweiler>,The Rottweiler,Ruth Rendell
node13f5a0341961b2b31e6d9da9a388fcb_<https://literature.britishcouncil.org/writer/ruth-rendell/>,The Rottweiler,
nodefcc72d5db0e37ddc6dba183b8bfc755_<https://www.bookshare.org/browse/book/21665?returnPath=L2Jyb3dzZS9hdXRob3I%2FbW9kdWxlTmFtZT1wdWJsaWMmb2Zmc2V0PTI1JmtleT1SdXRoIFJlbmRlbGw%3D>,The Rottweiler : A Novel,Ruth Rendell
node2d55a3bffb587b4427c7fe1c6fac4a4_<http://www.goodreads.com/list/show/16521.Ruth_Rendell_Barbara_Vine_Complete_Novels>,The Rottweiler Ruth Rendell,
node34e68a6fcde546524a46d336505babec_<http://www.goodreads.com/book/show/83408.The_Rottweiler>,The Rottweiler Ruth Rendell,
nodead7589ceb01bb57725d221157162e18d_<http://www.goodreads.com/book/show/83408.The_Rottweiler?a=5&origin=related_works>,The Rottweiler Ruth Rendell,
node8444f8f71fafec814b4b1962127f0_<http://www.abebooks.com/book-search/author/walt-whitman/pics/sortby/1/page-1/>,Franklin Evans; or the Inebriate. a Tale of the Times,"Whitman, Walt (Walter)"
nodeda84a6c20c3639a4844e7cbd5a98351_<http://isbndb.com/author/whitman_walt/books>,"Franklin Evans, or The inebriate: a tale of the times",http://isbndb.com/author/castiglia_christopher http://isbndb.com/author/whitman_walt http://isbndb.com/author/hendler_glenn
node67651e3db660d3a93c726034ac22e8_<http://isbndb.com/author/whitman_walt/books>,"Franklin Evans, or The inebriate: a tale of the times",http://isbndb.com/author/castiglia_christopher http://isbndb.com/author/whitman_walt http://isbndb.com/author/hendler_glenn
noded181f03dbcdc7a8549c2f28054423c20_<http://isbndb.com/author/whitman_walt/books>,"Franklin Evans, or The inebriate a tale of the times",http://isbndb.com/author/castiglia_christopher http://isbndb.com/author/whitman_walt http://isbndb.com/author/hendler_glenn
https://books.google.ca/books/about/Songs_of_the_Great_Dominion.html?id=7RpaAAAAMAAJ,Songs of the Great Dominion,
node35495681395af6a66e2dc9b4d85fdbf_<http://www.bookdepository.com/author/Brian-Greene>,Icarus at the Edge of Time,Brian Greene
nodeafa7832a1dfb8d4882b2ee538ee4eb3d_<https://play.google.com/store/books/details?id=P1nG8Ji35CQC>,""" Revolution Is Not a Dinner Party ""@en_us","""Ying Chang Compestine""@en_us"
nodee19157fcd018f89871cca1542d3cac45_<https://www.bookshare.org/browse/book/42278?returnPath=L2Jyb3dzZS9wb3B1bGFyP21vZHVsZU5hbWU9cHVibGljJm9mZnNldD02Nzk1MA%253D%253D>,Revolution Is Not a Dinner Party,Ying Chang Compestine
node5639e83a8b433f75c5bd8d131b0c5a5_<http://www.booktopia.com.au/ebooks/revolution-is-not-a-dinner-party-ying-chang-compestine/prod9781742282299.html>,Revolution is not a Dinner Party,
node465de5ecc1172256ff2a4fa8b55461b_<https://www.kirkusreviews.com/book-reviews/ying-chang-compestine/revolution-is-not-a-dinner-party/>,REVOLUTION IS NOT A DINNER PARTY,Ying Chang Compestine
node307f431e5257ca49ffa6d8284c5cb20_<https://www.bookshare.org/browse/book/484253?returnPath=L2Jyb3dzZS9hdXRob3I%2FbW9kdWxlTmFtZT1wdWJsaWMma2V5PVBoaWxpcCBLLiBEaWNr>,Counter-Clock World,Philip K. Dick
node726b823bc812c736796963f17edbaf_<http://www.fictiondb.com/author/stephen-hunter~20630.htm>,Dirty White Boys,Stephen Hunter
node786e727ca5093979d30ada96428e36a_<https://www.bookshare.org/browse/book/325055?returnPath=L2Jyb3dzZS9hdXRob3I%252FbW9kdWxlTmFtZT1wdWJsaWMma2V5PVN0ZXBoZW4gSHVudGVy>,Dirty White Boys,Stephen Hunter
node929b15e739bd6f8cf675bfe4ccdfb_<http://www.ew.com/article/1994/12/23/dirty-white-boys>,Dirty White Boys,Stephen Hunter
node994e7fccb27e7e36f26c6b955d4246d2_<https://literature.britishcouncil.org/writer/v-s-naipaul>,Among the Believers: An Islamic Journey,
nodeb0a37e12fa7418b74fdcce2211b4a67f_<https://www.waterstones.com/ebook/among-the-believers/v-s-naipaul/9781447209362>,Among the Believers: An Islamic Journey (eBook),V. S. Naipaul
node3df4434aaa415fec23d6785c375bca8b_<https://www.kirkusreviews.com/book-reviews/darren-shan/lord-loss/>,LORD LOSS,Darren Shan
nodef2d72a7db4928c2c8b8f2b811bb2d6_<http://www.powells.com/book/demonata-01-lord-loss-9780316114998>,Demonata 01 Lord Loss,Darren Shan
nodedab5a7562748836a82765fb5e2933238_<http://www.goodreads.com/list/show/7368.Best_Books_for_Older_Teen_Boys>,"Darren Shan Lord Loss (The Demonata, #1)",
node2c8b18fa66d537d32c19149acefd698_<http://www.goodreads.com/book/show/164719.Lord_Loss>,Lord Loss (The Demonata #1) Darren Shan,
node5d457f7c7e89340111464a597396d25_<http://www.mtcspiritwear.com/>,The Warrior's Apprentice,"Lois McMaster Bujold, Mihaela Velina"
node4d27dcc818858320cfae7d904077f6b1_<https://www.bookshare.org/browse/book/297807?returnPath=L2Jyb3dzZS9wb3B1bGFyP21vZHVsZU5hbWU9cHVibGljJm9mZnNldD04NzQ3NQ%253D%253D>,The Warrior's Apprentice (Miles Vorkosigan #1),Lois Mcmaster Bujold
nodeeaaaedf157cd998ed561fc518fda896_<http://www.alibris.com/booksearch?qisbn=9780312420284&qwork=6367466&qsort=p>,The Storyteller,http://www.alibris.com/booksearch?qisbn=9780312420284&qwork=6367466&qsort=p//search/books/author/Helen-Lane?aid=2851104 http://www.alibris.com/booksearch?qisbn=9780312420284&qwork=6367466&qsort=p//search/books/author/Mario-Vargas-Llosa?aid=5203768
node89c839144f7d672dd3b36daae9666410_<https://itunes.apple.com/us/book/firefly-lane/id386000830?mt=11>,The Storyteller,
node96afab954da1bdc8dafc69de5e32ee9_<https://www.kirkusreviews.com/book-reviews/helen-lane/storyteller-4/>,THE STORYTELLER,Mario Vargas Llosa Helen Lane
node53fa276b4bd57ed902f3f1c39408c9c_<http://www.chegg.com/textbooks/the-storyteller-1st-edition-9780140143492-0140143491?ii=3&trackid=6095d750&omre_ir=0&omre_sp=>,The Storyteller,Mario Vargas Llosa Helen Lane
node346796966b84301ac4194d565133b9bd_<http://www.chegg.com/textbooks/the-storyteller-1st-edition-9780312420284-0312420285?ii=2&trackid=deeaed54&omre_ir=1&omre_sp=>,The Storyteller,Mario Vargas Llosa Helen Lane
node72b4fd10ba177c9c74253969ab80cd50_<http://www.powells.com/book/the-storyteller-9780312420284>,The Storyteller,Mario Vargas Llosa and Helen Lane
https://books.google.com/books/about/How_to_Talk_Dirty_and_Influence_People.html?id=vu8ubb678_EC,How to Talk Dirty and Influence People,
nodefa14217dd5ec7011637091a6e9f451e9_<https://www.bookshare.org/browse/book/35944?returnPath=L2Jyb3dzZS9wb3B1bGFyP21vZHVsZU5hbWU9cHVibGljJm9mZnNldD00ODUyNQ%253D%253D>,How to Talk Dirty and Influence People: An Autobiography,Lenny Bruce
nodea2b1f234a8ec96ea09d78b0aa332c1d_<https://www.bookshare.org/browse/book/35944?returnPath=L2Jyb3dzZS9wb3B1bGFyP21vZHVsZU5hbWU9cHVibGljJnJlc3VsdHNWaWV3PVRBQkxFJm9mZnNldD00ODUyNQ%253D%253D>,How to Talk Dirty and Influence People: An Autobiography,Lenny Bruce
node6efde2b06eff29329edde53fe27fee9b_<https://www.kirkusreviews.com/author/sean-mcmullen/>,THE CENTURION'S EMPIRE,
nodee46b41df9a3d4a6fcc098603e50907d_<https://www.kirkusreviews.com/book-reviews/sean-mcmullen/the-centurions-empire/>,THE CENTURION'S EMPIRE,Sean McMullen
